 #536,Palpitoad,Water,Ground
 #537,Seismitoad,Water,Ground
 #538,Throh,Fighting,
 #539,Sawk,Fighting,
 #540,Sewaddle,Bug,Grass
 #541,Swadloon,Bug,Grass
 #542,Leavanny,Bug,Grass
 #543,Venipede,Bug,Poison
 #544,Whirlipede,Bug,Poison
 #545,Scolipede,Bug,Poison
 #546,Cottonee,Grass,
 #547,Whimsicott,Grass,Fairy
 #548,Petilil,Grass,
 #549,Lilligant,Grass,
 #550,Basculin,Water,
 #551,Sandile,Ground,Dark
 #552,Krokorok,Ground,Dark
 #553,Krookodile,Ground,Dark
 #554,Darumaka,Fire,
 #555,Darmanitan,Fire,
 #556,Maractus,Grass,
 #557,Dwebble,Bug,Rock
 #558,Crustle,Bug,Rock
 #559,Scraggy,Dark,Fighting
 #560,Scrafty,Dark,Fighting
 #561,Sigilyph,Psychic,Flying
 #562,Yamask,Ghost,
 #563,Cofagrigus,Ghost,
 #564,Tirtouga,Water,Rock
 #565,Carracosta,Water,Rock
 #566,Archen,Rock,Flying
 #567,Archeops,Rock,Flying
 #568,Trubbish,Poison,
 #569,Garbodor,Poison,
 #570,Zorua,Dark,
 #571,Zoroark,Dark,
 #572,Minccino,Normal,
 #573,Cinccino,Normal,
 #574,Gothita,Psychic,
 #575,Gothorita,Psychic,
 #576,Gothitelle,Psychic,
 #577,Solosis,Psychic,
 #578,Duosion,Psychic,
 #579,Reuniclus,Psychic,
 #580,Ducklett,Water,Flying
 #581,Swanna,Water,Flying
 #582,Vanillite,Ice,
 #583,Vanillish,Ice,
 #584,Vanilluxe,Ice,
 #585,Deerling,Normal,Grass
 #586,Sawsbuck,Normal,Grass
 #587,Emolga,Electric,Flying
 #588,Karrablast,Bug,
 #589,Escavalier,Bug,Steel
 #590,Foongus,Grass,Poison
 #591,Amoonguss,Grass,Poison
 #592,Frillish,Water,Ghost
 #593,Jellicent,Water,Ghost
 #594,Alomomola,Water,
 #595,Joltik,Bug,Electric
 #596,Galvantula,Bug,Electric
 #597,Ferroseed,Grass,Steel
 #598,Ferrothorn,Grass,Steel
 #599,Klink,Steel,
 #600,Klang,Steel,
 #601,Klinklang,Steel,
 #602,Tynamo,Electric,
 #603,Eelektrik,Electric,
 #604,Eelektross,Electric,
 #605,Elgyem,Psychic,
 #606,Beheeyem,Psychic,
 #607,Litwick,Ghost,Fire
 #608,Lampent,Ghost,Fire
 #609,Chandelure,Ghost,Fire
 #610,Axew,Dragon,
 #611,Fraxure,Dragon,
 #612,Haxorus,Dragon,
 #613,Cubchoo,Ice,
 #614,Beartic,Ice,
 #615,Cryogonal,Ice,
 #616,Shelmet,Bug,
 #617,Accelgor,Bug,
 #618,Stunfisk,Ground,Electric
 #619,Mienfoo,Fighting,
 #620,Mienshao,Fighting,
 #621,Druddigon,Dragon,
 #622,Golett,Ground,Ghost
 #623,Golurk,Ground,Ghost
 #624,Pawniard,Dark,Steel
 #625,Bisharp,Dark,Steel
 #626,Bouffalant,Normal,
 #627,Rufflet,Normal,Flying
 #628,Braviary,Normal,Flying
 #629,Vullaby,Dark,Flying
 #630,Mandibuzz,Dark,Flying
 #631,Heatmor,Fire,
 #632,Durant,Bug,Steel
 #633,Deino,Dark,Dragon
 #634,Zweilous,Dark,Dragon
 #635,Hydreigon,Dark,Dragon
 #636,Larvesta,Bug,Fire
 #637,Volcarona,Bug,Fire
 #638,Cobalion,Steel,Fighting
 #639,Terrakion,Rock,Fighting
 #640,Virizion,Grass,Fighting
 #641,Tornadus,Flying,
 #642,Thundurus,Electric,Flying
 #643,Reshiram,Dragon,Fire
 #644,Zekrom,Dragon,Electric
 #645,Landorus,Ground,Flying
 #646,Kyurem,Dragon,Ice
 #647,Keldeo,Water,Fighting
 #648,Meloetta,Normal,Psychic
 #649,Genesect,Bug,Steel
 #650,Chespin,Grass,
 #651,Quilladin,Grass,
 #652,Chesnaught,Grass,Fighting
 #653,Fennekin,Fire,
 #654,Braixen,Fire,
 #655,Delphox,Fire,Psychic
 #656,Froakie,Water,
 #657,Frogadier,Water,
 #658,Greninja,Water,Dark
 #659,Bunnelby,Normal,
 #660,Diggersby,Normal,Ground
 #661,Fletchling,Normal,Flying
 #662,Fletchinder,Fire,Flying
 #663,Talonflame,Fire,Flying
 #664,Scatterbug,Bug,
 #665,Spewpa,Bug,
 #666,Vivillon,Bug,Flying
 #667,Litleo,Fire,Normal
 #668,Pyroar,Fire,Normal
 #669,Flabébé,Fairy,
 #670,Floette,Fairy,
 #671,Florges,Fairy,
 #672,Skiddo,Grass,
 #673,Gogoat,Grass,
 #674,Pancham,Fighting,
 #675,Pangoro,Fighting,Dark
 #676,Furfrou,Normal,
 #677,Espurr,Psychic,
 #678,Meowstic,Psychic,
 #679,Honedge,Steel,Ghost
 #680,Doublade,Steel,Ghost
 #681,Aegislash,Steel,Ghost
 #682,Spritzee,Fairy,
 #683,Aromatisse,Fairy,
 #684,Swirlix,Fairy,
 #685,Slurpuff,Fairy,
 #686,Inkay,Dark,Psychic
 #687,Malamar,Dark,Psychic
 #688,Binacle,Rock,Water
 #689,Barbaracle,Rock,Water
 #690,Skrelp,Poison,Water
 #691,Dragalge,Poison,Dragon
 #692,Clauncher,Water,
 #693,Clawitzer,Water,
 #694,Helioptile,Electric,Normal
 #695,Heliolisk,Electric,Normal
 #696,Tyrunt,Rock,Dragon
 #697,Tyrantrum,Rock,Dragon
 #698,Amaura,Rock,Ice
 #699,Aurorus,Rock,Ice
 #700,Sylveon,Fairy,
 #701,Hawlucha,Fighting,Flying
 #702,Dedenne,Electric,Fairy
 #703,Carbink,Rock,Fairy
 #704,Goomy,Dragon,
 #705,Sliggoo,Dragon,
 #706,Goodra,Dragon,
 #707,Klefki,Steel,Fairy
 #708,Phantump,Ghost,Grass
 #709,Trevenant,Ghost,Grass
 #710,Pumpkaboo,Ghost,Grass
 #711,Gourgeist,Ghost,Grass
 #712,Bergmite,Ice,
 #713,Avalugg,Ice,
 #714,Noibat,Flying,Dragon
 #715,Noivern,Flying,Dragon
 #716,Xerneas,Fairy,
 #717,Yveltal,Dark,Flying
 #718,Zygarde,Dragon,Ground
#719,Diancie,Rock,Fairy
