 #095,Onix,Rock,Ground
 #096,Drowzee,Psychic,
 #097,Hypno,Psychic,
 #098,Krabby,Water,
 #099,Kingler,Water,
 #100,Voltorb,Electric,
 #101,Electrode,Electric,
 #102,Exeggcute,Grass,Psychic
 #103,Exeggutor,Grass,Psychic
 #104,Cubone,Ground,
 #105,Marowak,Ground,
 #106,Hitmonlee,Fighting,
 #107,Hitmonchan,Fighting,
 #108,Lickitung,Normal,
 #109,Koffing,Poison,
 #110,Weezing,Poison,
 #111,Rhyhorn,Ground,Rock
 #112,Rhydon,Ground,Rock
 #113,Chansey,Normal,
 #114,Tangela,Grass,
 #115,Kangaskhan,Normal,
 #116,Horsea,Water,
 #117,Seadra,Water,
 #118,Goldeen,Water,
 #119,Seaking,Water,
 #120,Staryu,Water,
 #121,Starmie,Water,Psychic
 #122,Mr. Mime,Psychic,Fairy
 #123,Scyther,Bug,Flying
 #124,Jynx,Ice,Psychic
 #125,Electabuzz,Electric,
 #126,Magmar,Fire,
 #127,Pinsir,Bug,
 #128,Tauros,Normal,
 #129,Magikarp,Water,
 #130,Gyarados,Water,Flying
 #131,Lapras,Water,Ice
 #132,Ditto,Normal,
 #133,Eevee,Normal,
 #134,Vaporeon,Water,
 #135,Jolteon,Electric,
 #136,Flareon,Fire,
 #137,Porygon,Normal,
 #138,Omanyte,Rock,Water
 #139,Omastar,Rock,Water
 #140,Kabuto,Rock,Water
 #141,Kabutops,Rock,Water
 #142,Aerodactyl,Rock,Flying
 #143,Snorlax,Normal,
 #144,Articuno,Ice,Flying
 #145,Zapdos,Electric,Flying
 #146,Moltres,Fire,Flying
 #147,Dratini,Dragon,
 #148,Dragonair,Dragon,
 #149,Dragonite,Dragon,Flying
 #150,Mewtwo,Psychic,
 #151,Mew,Psychic,
 #152,Chikorita,Grass,
 #153,Bayleef,Grass,
 #154,Meganium,Grass,
 #155,Cyndaquil,Fire,
 #156,Quilava,Fire,
 #157,Typhlosion,Fire,
 #158,Totodile,Water,
 #159,Croconaw,Water,
 #160,Feraligatr,Water,
 #161,Sentret,Normal,
 #162,Furret,Normal,
 #163,Hoothoot,Normal,Flying
 #164,Noctowl,Normal,Flying
 #165,Ledyba,Bug,Flying
 #166,Ledian,Bug,Flying
 #167,Spinarak,Bug,Poison
 #168,Ariados,Bug,Poison
 #169,Crobat,Poison,Flying
 #170,Chinchou,Water,Electric
 #171,Lanturn,Water,Electric
 #172,Pichu,Electric,
 #173,Cleffa,Fairy,
 #174,Igglybuff,Normal,Fairy
 #175,Togepi,Fairy,
 #176,Togetic,Fairy,Flying
 #177,Natu,Psychic,Flying
 #178,Xatu,Psychic,Flying
 #179,Mareep,Electric,
 #180,Flaaffy,Electric,
 #181,Ampharos,Electric,
 #182,Bellossom,Grass,
 #183,Marill,Water,Fairy
 #184,Azumarill,Water,Fairy
 #185,Sudowoodo,Rock,
 #186,Politoed,Water,
 #187,Hoppip,Grass,Flying
 #188,Skiploom,Grass,Flying
 #189,Jumpluff,Grass,Flying
 #190,Aipom,Normal,
 #191,Sunkern,Grass,
 #192,Sunflora,Grass,
 #193,Yanma,Bug,Flying
 #194,Wooper,Water,Ground
 #195,Quagsire,Water,Ground
 #196,Espeon,Psychic,
 #197,Umbreon,Dark,
 #198,Murkrow,Dark,Flying
 #199,Slowking,Water,Psychic
 #200,Misdreavus,Ghost,
 #201,Unown,Psychic,
 #202,Wobbuffet,Psychic,
 #203,Girafarig,Normal,Psychic
 #204,Pineco,Bug,
 #205,Forretress,Bug,Steel
 #206,Dunsparce,Normal,
 #207,Gligar,Ground,Flying
 #208,Steelix,Steel,Ground
 #209,Snubbull,Fairy,
 #210,Granbull,Fairy,
 #211,Qwilfish,Water,Poison
 #212,Scizor,Bug,Steel
 #213,Shuckle,Bug,Rock
 #214,Heracross,Bug,Fighting
 #215,Sneasel,Dark,Ice
 #216,Teddiursa,Normal,
 #217,Ursaring,Normal,
 #218,Slugma,Fire,
 #219,Magcargo,Fire,Rock
 #220,Swinub,Ice,Ground
 #221,Piloswine,Ice,Ground
 #222,Corsola,Water,Rock
 #223,Remoraid,Water,
 #224,Octillery,Water,
 #225,Delibird,Ice,Flying
 #226,Mantine,Water,Flying
 #227,Skarmory,Steel,Flying
 #228,Houndour,Dark,Fire
 #229,Houndoom,Dark,Fire
 #230,Kingdra,Water,Dragon
 #231,Phanpy,Ground,
 #232,Donphan,Ground,
 #233,Porygon2,Normal,
 #234,Stantler,Normal,
 #235,Smeargle,Normal,
 #236,Tyrogue,Fighting,
 #237,Hitmontop,Fighting,
 #238,Smoochum,Ice,Psychic
 #239,Elekid,Electric,
 #240,Magby,Fire,
 #241,Miltank,Normal,
 #242,Blissey,Normal,
 #243,Raikou,Electric,
 #244,Entei,Fire,
 #245,Suicune,Water,
 #246,Larvitar,Rock,Ground
 #247,Pupitar,Rock,Ground
 #248,Tyranitar,Rock,Dark
 #249,Lugia,Psychic,Flying
 #250,Ho-Oh,Fire,Flying
 #251,Celebi,Psychic,Grass
 #252,Treecko,Grass,
 #253,Grovyle,Grass,
 #254,Sceptile,Grass,
 #255,Torchic,Fire,
 #256,Combusken,Fire,Fighting
 #257,Blaziken,Fire,Fighting
 #258,Mudkip,Water,
 #259,Marshtomp,Water,Ground
 #260,Swampert,Water,Ground
 #261,Poochyena,Dark,
 #262,Mightyena,Dark,
 #263,Zigzagoon,Normal,
 #264,Linoone,Normal,
 #265,Wurmple,Bug,
 #266,Silcoon,Bug,
 #267,Beautifly,Bug,Flying
 #268,Cascoon,Bug,
 #269,Dustox,Bug,Poison
 #270,Lotad,Water,Grass
 #271,Lombre,Water,Grass
 #272,Ludicolo,Water,Grass
 #273,Seedot,Grass,
 #274,Nuzleaf,Grass,Dark
 #275,Shiftry,Grass,Dark
 #276,Taillow,Normal,Flying
 #277,Swellow,Normal,Flying
 #278,Wingull,Water,Flying
 #279,Pelipper,Water,Flying
 #280,Ralts,Psychic,Fairy
 #281,Kirlia,Psychic,Fairy
 #282,Gardevoir,Psychic,Fairy
 #283,Surskit,Bug,Water
 #284,Masquerain,Bug,Flying
 #285,Shroomish,Grass,
 #286,Breloom,Grass,Fighting
 #287,Slakoth,Normal,
 #288,Vigoroth,Normal,
 #289,Slaking,Normal,
 #290,Nincada,Bug,Ground
 #291,Ninjask,Bug,Flying
 #292,Shedinja,Bug,Ghost
 #293,Whismur,Normal,
 #294,Loudred,Normal,
 #295,Exploud,Normal,
 #296,Makuhita,Fighting,
 #297,Hariyama,Fighting,
 #298,Azurill,Normal,Fairy
 #299,Nosepass,Rock,
 #300,Skitty,Normal,
 #301,Delcatty,Normal,
 #302,Sableye,Dark,Ghost
 #303,Mawile,Steel,Fairy
 #304,Aron,Steel,Rock
 #305,Lairon,Steel,Rock
 #306,Aggron,Steel,Rock
 #307,Meditite,Fighting,Psychic
 #308,Medicham,Fighting,Psychic
 #309,Electrike,Electric,
 #310,Manectric,Electric,
 #311,Plusle,Electric,
 #312,Minun,Electric,
 #313,Volbeat,Bug,
 #314,Illumise,Bug,
 #315,Roselia,Grass,Poison
 #316,Gulpin,Poison,
 #317,Swalot,Poison,
 #318,Carvanha,Water,Dark
 #319,Sharpedo,Water,Dark
 #320,Wailmer,Water,
 #321,Wailord,Water,
 #322,Numel,Fire,Ground
 #323,Camerupt,Fire,Ground
 #324,Torkoal,Fire,
 #325,Spoink,Psychic,
 #326,Grumpig,Psychic,
 #327,Spinda,Normal,
 #328,Trapinch,Ground,
 #329,Vibrava,Ground,Dragon
 #330,Flygon,Ground,Dragon
 #331,Cacnea,Grass,
 #332,Cacturne,Grass,Dark
 #333,Swablu,Normal,Flying
 #334,Altaria,Dragon,Flying
 #335,Zangoose,Normal,
 #336,Seviper,Poison,
 #337,Lunatone,Rock,Psychic
 #338,Solrock,Rock,Psychic
 #339,Barboach,Water,Ground
 #340,Whiscash,Water,Ground
 #341,Corphish,Water,
 #342,Crawdaunt,Water,Dark
 #343,Baltoy,Ground,Psychic
 #344,Claydol,Ground,Psychic
 #345,Lileep,Rock,Grass
 #346,Cradily,Rock,Grass
 #347,Anorith,Rock,Bug
 #348,Armaldo,Rock,Bug
 #349,Feebas,Water,
 #350,Milotic,Water,
 #351,Castform,Normal,
 #352,Kecleon,Normal,
 #353,Shuppet,Ghost,
 #354,Banette,Ghost,
 #355,Duskull,Ghost,
 #356,Dusclops,Ghost,
 #357,Tropius,Grass,Flying
 #358,Chimecho,Psychic,
 #359,Absol,Dark,
 #360,Wynaut,Psychic,
 #361,Snorunt,Ice,
 #362,Glalie,Ice,
 #363,Spheal,Ice,Water
 #364,Sealeo,Ice,Water
 #365,Walrein,Ice,Water
 #366,Clamperl,Water,
 #367,Huntail,Water,
 #368,Gorebyss,Water,
 #369,Relicanth,Water,Rock
 #370,Luvdisc,Water,
 #371,Bagon,Dragon,
 #372,Shelgon,Dragon,
 #373,Salamence,Dragon,Flying
 #374,Beldum,Steel,Psychic
 #375,Metang,Steel,Psychic
 #376,Metagross,Steel,Psychic
 #377,Regirock,Rock,
 #378,Regice,Ice,
 #379,Registeel,Steel,
 #380,Latias,Dragon,Psychic
 #381,Latios,Dragon,Psychic
 #382,Kyogre,Water,
 #383,Groudon,Ground,
 #384,Rayquaza,Dragon,Flying
 #385,Jirachi,Steel,Psychic
 #386,Deoxys,Psychic,
 #387,Turtwig,Grass,
 #388,Grotle,Grass,
 #389,Torterra,Grass,Ground
 #390,Chimchar,Fire,
 #391,Monferno,Fire,Fighting
 #392,Infernape,Fire,Fighting
 #393,Piplup,Water,
 #394,Prinplup,Water,
 #395,Empoleon,Water,Steel
 #396,Starly,Normal,Flying
 #397,Staravia,Normal,Flying
 #398,Staraptor,Normal,Flying
 #399,Bidoof,Normal,
